pid,bc,yds
660244,AH-1150,16
660245,AR-1300,5
660253,EL-0010,2
660256,JS-6200,-2
660263,JC-2300,9
660268,EL-0010,13
660269,EL-0010,1
660272,JS-6200,0
660278,JC-2300,2
660279,AS-1600,4
660280,DT-0850,-7
660282,JS-6200,1
660283,AR-1300,11
660286,JS-6200,4
660289,JS-6200,0
660294,JC-2300,3
660295,JC-2300,10
660297,JC-2300,13
660298,AS-1600,19
660304,EL-0010,0
660312,JS-6200,3
660314,JS-6200,-2
660334,JC-2300,2
660338,EL-0010,9
660340,EL-0010,-1
660341,JS-6200,3
660344,EL-0010,4
660349,AS-1600,1
660351,AS-1600,3
660355,JC-2300,4
660358,JS-6200,-2
660362,JS-6200,2
660363,AH-1150,1
660383,JC-2300,7
660386,JS-6200,3
660387,JS-6200,-1
660388,JS-6200,0
660392,AS-1600,1
660396,LB-0250,-1
660403,LB-0250,7
660404,DW-3600,8
660405,LB-0250,11
660407,LB-0250,3
660409,MV-0300,3
660412,JF-2800,0
660413,JF-2800,2
660416,JF-2800,11
660417,JF-2800,11
660419,LT-0050,4
660420,LT-0050,4
660421,JF-2800,6
660424,MC-0150,9
660431,JF-2800,-1
660432,JF-2800,5
660436,JF-1900,0
660437,LT-0050,5
660440,LB-0250,4
660443,JF-2800,4
660444,JF-2800,1
660447,MV-0300,10
660449,LB-0250,9
660450,LB-0250,2
660451,LB-0250,4
660452,MV-0300,4
660454,LB-0250,11
660458,JF-2800,6
660461,MV-0300,4
660469,DW-3600,-3
660470,LB-0250,6
660471,MV-0300,9
660473,LB-0250,3
660479,JF-2800,33
660481,JA-1025,12
660482,JA-1025,0
660490,JF-2800,0
660494,LB-0250,1
660498,JF-2800,1
660502,JF-2800,6
660503,JF-2800,2
660505,JF-2800,7
660506,JF-2800,4
660507,JF-2800,-1
660508,JF-1900,0
660513,LB-0250,3
660518,JF-2800,5
660519,JF-2800,22
660521,JA-1025,1
660522,JA-1025,0
660523,JF-1900,0
660524,LB-0250,21
660525,MV-0300,-1
660526,LB-0250,6
660533,LB-0250,1
660534,LB-0250,4
660535,LB-0250,1
660541,JF-2800,8
660545,MV-0300,-1
660548,LB-0250,22
660549,LB-0250,5
660550,LB-0250,3
660552,MV-0300,0
660553,JF-2800,3
660558,LB-0250,3
660559,MV-0300,5
660562,JF-2800,-3
660563,JF-2800,12
660564,JF-2800,3
660566,JF-2800,3
660567,JA-1025,6
660568,JF-2800,0
660572,LM-1150,13
660574,LM-1150,0
660579,CI-0300,12
660580,CI-0300,3
660584,LM-1150,-1
660589,CI-0300,-3
660591,CI-0300,4
660592,CI-0300,9
660603,CI-0300,6
660604,RF-0500,3
660605,CI-0300,0
660608,LM-1150,1
660612,CI-0300,0
660614,CI-0300,3
660615,CI-0300,1
660618,CI-0300,6
660619,CI-0300,7
660623,JL-0215,14
660631,CI-0300,11
660632,CI-0300,17
660633,CI-0300,2
660638,JG-3050,0
660643,CI-0300,11
660646,RF-0500,19
660658,RF-0500,-1
660662,RF-0500,14
660663,CI-0300,24
660664,CI-0300,9
660665,CI-0300,9
660666,ZS-0150,2
660668,ZS-0150,2
660672,LM-1150,11
660673,LM-1150,2
660674,RT-0150,4
660679,CI-0300,3
660681,CI-0300,2
660682,CI-0300,2
660687,LM-1150,0
660698,CI-0300,0
660699,CI-0300,6
660700,RF-0500,5
660701,CI-0300,9
660703,ZS-0150,-5
660704,ZS-0150,11
660715,ZS-0150,-3
660719,JL-0215,15
660731,CI-0300,9
660732,CI-0300,2
660733,RF-0500,-3
660734,CI-0300,2
660735,CI-0300,0
660744,RF-0500,-1
660745,RF-0500,-1
660746,RF-0500,-1
660749,FG-0200,5
660752,TY-0150,2
660755,TY-0150,-1
660756,TY-0150,4
660759,FG-0200,0
660761,FG-0200,0
660764,FG-0200,-1
660776,TY-0150,4
660780,FG-0200,1
660782,JR-2775,3
660783,JR-2775,3
660786,TY-0150,4
660791,JR-2775,-4
660792,TY-0150,10
660794,TY-0150,5
660801,FG-0200,1
660807,FG-0200,0
660809,FG-0200,0
660813,FG-0200,0
660818,TY-0150,0
660820,TY-0150,2
660821,TY-0150,3
660825,TY-0150,6
660828,TY-0150,1
660833,BB-2425,9
660839,TY-0150,9
660847,FG-0200,6
660848,FG-0200,4
660859,TY-0150,3
660861,TY-0150,4
660866,FG-0200,3
660869,FG-0200,2
660875,TW-1075,8
660880,FG-0200,8
660885,PD-0800,4
660887,FG-0200,1
660890,TY-0150,5
660902,TY-0150,-1
660905,BB-2425,0
660915,BB-2425,14
660920,MH-1600,-1
660923,TY-0150,36
660924,TG-0600,-2
660932,TY-0150,2
660935,TY-0150,5
660936,BB-2425,8
660937,TY-0150,-1
660939,TY-0150,3
660942,MH-1600,4
660943,FG-0200,1
660944,FG-0200,22
660945,MH-1600,-2
660948,KW-1150,0
660952,RJ-0800,2
660955,SV-0200,3
660962,KW-1150,8
660963,KW-1150,-1
660966,AW-1350,-1
660971,KW-1150,11
660973,KW-1150,4
660977,AW-1350,2
660992,KW-1150,4
660996,AW-1350,9
660997,AW-1350,5
660999,RJ-0800,14
661000,RJ-0800,4
661001,RJ-0800,4
661010,KW-1150,4
661011,KW-1150,2
661014,AW-1350,9
661016,AW-1350,6
661017,AW-1350,1
661019,SV-0200,2
661021,KW-1150,1
661025,KW-1150,2
661026,TT-0500,2
661029,SV-0200,5
661033,KW-1150,5
661035,TT-0500,0
661038,EM-0200,-1
661041,RJ-0800,10
661044,AW-1350,-1
661046,KW-1150,-1
661048,TT-0500,0
661052,SV-0200,4
661054,SV-0200,7
661059,KW-1150,1
661060,KW-1150,3
661061,KW-1150,3
661070,KW-1150,-7
661074,RJ-0800,-3
661079,KW-1150,-3
661081,KW-1150,4
661083,TT-0500,1
661085,AW-1350,3
661086,AW-1350,1
661090,TT-0500,7
661096,RJ-0800,7
661102,TT-0500,5
661104,AW-1350,1
661108,RJ-0800,1
661109,EM-0200,0
661110,RJ-0800,-1
661130,EM-0200,-1
661132,DM-0450,3
661133,JW-5650,0
661134,JS-6700,13
661135,MT-1300,1
661136,CN-0500,-8
661140,DM-0450,0
661141,DM-0450,2
661147,DM-0450,3
661148,DM-0450,7
661149,DM-0450,6
661150,DM-0450,0
661154,JS-6700,2
661155,JS-6700,3
661156,CN-0500,4
661157,JS-6700,4
661160,JS-6700,8
661163,CS-1950,6
661165,JW-5650,7
661167,CS-1950,7
661175,JS-6700,-1
661178,CN-0500,12
661180,JS-6700,2
661185,DM-0450,7
661186,DM-0450,-2
661188,DM-0450,0
661190,DM-0450,2
661192,CS-1950,1
661195,CS-1950,3
661197,DM-0450,5
661200,JS-6700,7
661201,CN-0500,8
661208,CS-1950,5
661217,CN-0500,-1
661219,CN-0500,0
661220,DM-0450,2
661224,JS-6700,8
661227,DM-0450,4
661228,DM-0450,4
661230,DM-0450,2
661233,JS-6700,4
661234,CN-0500,10
661236,CN-0500,7
661240,DM-0450,10
661241,DM-0450,26
661242,JW-5650,3
661246,DM-0450,24
661247,DM-0450,1
661253,CN-0500,9
661254,MT-1300,6
661255,CA-1175,4
661264,CA-1175,15
661265,CA-1175,6
661266,CA-1175,-5
661267,CN-0500,12
661268,CA-1175,-2
661277,CA-1175,4
661278,MT-1300,0
661280,CA-1175,0
661281,CA-1175,3
661288,JW-5650,2
661289,CS-1950,1
661299,CN-0500,-1
661300,CN-0500,-1
661303,AM-2850,7
661306,CT-1220,42
661307,AM-2850,2
661311,AM-2850,2
661314,AM-2850,0
661316,MJ-2275,0
661320,RM-1200,0
661323,AM-2850,2
661326,AM-2850,1
661327,CT-1220,5
661329,AM-2850,1
661330,MJ-2275,2
661334,DM-4300,30
661336,DM-4300,3
661339,AM-2850,2
661343,DM-4300,-5
661350,MJ-2275,1
661353,MJ-2275,7
661356,MJ-2275,2
661358,MJ-2275,0
661359,KC-2350,1
661362,RM-1200,5
661364,RM-1200,0
661366,CT-1220,-1
661371,DS-3300,11
661378,DM-4300,3
661380,SB-1100,14
661381,DM-4300,0
661382,DS-3300,2
661389,CT-1220,5
661390,AM-2850,4
661391,DY-0200,0
661393,DM-4300,-1
661396,DM-4300,3
661402,AM-2850,1
661406,AM-2850,0
661415,MJ-2275,-1
661418,AM-2850,0
661425,AM-2850,2
661430,CT-1220,-1
661435,RM-1200,9
661436,RM-1200,6
661439,DS-3300,2
661446,DM-4300,3
661447,DS-3300,2
661450,AM-2850,16
661451,AM-2850,6
661452,CT-1220,3
661456,AM-2850,13
661457,AM-2850,3
661474,MF-1300,3
661476,MF-1300,8
661477,MF-1300,0
661479,MF-1300,3
661484,LM-1850,0
661488,MF-1300,8
661489,MF-1300,10
661493,MF-1300,-1
661497,LM-1850,0
661498,LM-1850,7
661504,JR-2800,0
661507,JR-2800,3
661515,LM-1850,6
661520,MF-1300,2
661522,MF-1300,12
661523,MF-1300,10
661524,JC-6200,0
661531,MF-1300,0
661534,MF-1300,11
661535,JL-0280,4
661540,MF-1300,3
661545,MF-1300,0
661549,LM-1850,1
661550,LM-1850,8
661554,LM-1850,3
661558,MF-1300,0
661559,LM-1850,7
661563,LM-1850,6
661569,MF-1300,2
661570,MF-1300,1
661580,LM-1850,2
661581,LM-1850,2
661582,LM-1850,1
661584,LM-1850,3
661585,LM-1850,1
661588,MF-1300,1
661590,MF-1300,4
661591,MF-1300,4
661597,MF-1300,0
661600,LM-1850,2
661603,JO-0550,-1
661606,LM-1850,0
661607,MF-1300,2
661610,MF-1300,0
661616,RH-1600,12
661619,RH-1600,3
661620,RH-1600,4
661621,RH-1600,4
661622,RH-1600,-1
661625,MF-1300,6
661635,MF-1300,2
661644,AF-0900,2
661645,AF-0900,3
661647,DF-1875,2
661650,DF-1875,1
661651,DF-1875,4
661654,DF-1875,16
661657,AB-1975,2
661658,AB-1975,9
661659,AB-1975,-1
661663,DF-1875,-2
661678,DF-1875,23
661682,AF-0900,0
661690,AF-0900,-7
661694,AF-0900,4
661697,AF-0900,1
661701,DF-1875,0
661702,DF-1875,8
661704,DF-1875,1
661709,TW-0650,7
661710,TW-0650,2
661715,DF-1875,0
661730,MR-2500,-1
661735,AF-0900,2
661737,AF-0900,5
661739,DF-1875,5
661740,DF-1875,2
661742,DF-1875,6
661745,AB-1975,1
661749,DF-1875,2
661750,TW-0650,9
661752,TW-0650,1
661756,TW-0650,13
661757,TW-0650,-1
661758,TW-0650,6
661759,TW-0650,8
661768,CP-1950,17
661770,CP-1950,9
661774,TW-0650,-3
661775,TW-0650,2
661776,TW-0650,1
661784,AB-1975,6
661786,AB-1975,0
661787,CP-1950,1
661790,TW-0650,-1
661791,TW-0650,2
661792,TW-0650,12
661793,TW-0650,3
661794,TW-0650,3
661795,TW-0650,1
661806,TW-0650,5
661807,SR-0450,-4
661808,TW-0650,2
661824,JH-4025,2
661827,JH-4025,3
661828,JH-4025,8
661831,JC-2300,4
661834,JC-2300,4
661838,JC-2300,2
661840,CW-1450,0
661842,AS-1600,6
661847,JH-4025,10
661849,AD-0100,2
661851,GB-0350,13
661863,GB-0350,0
661865,GB-0350,16
661867,DT-0850,4
661872,JC-2300,13
661880,JH-4025,7
661884,JC-2300,0
661886,JC-2300,24
661888,CW-1450,4
661889,JC-2300,9
661896,CW-1450,9
661897,AS-1600,3
661898,CW-1450,-1
661903,JH-4025,0
661908,JH-4025,4
661914,AS-1600,4
661916,JC-2300,2
661917,DT-0850,-8
661926,MJ-2250,6
661928,AD-0100,6
661931,JC-2300,12
661936,JH-4025,5
661940,JC-2300,5
661943,CW-1450,5
661947,JC-2300,0
661948,AS-1600,10
661957,GB-0350,2
661958,GB-0350,4
661959,AD-0100,8
661960,GB-0350,6
661961,GB-0350,3
661963,GB-0350,6
661964,JH-4025,1
661974,GB-0350,9
661975,GB-0350,1
661976,GB-0350,-1
661977,GB-0350,2
661978,GB-0350,1
661984,AS-1600,2
661994,IC-0300,-2
661997,MG-1150,-2
662001,DJ-1850,3
662003,DJ-1850,5
662006,DJ-1850,3
662010,IC-0300,3
662016,MG-1150,5
662018,MG-1150,-3
662021,DW-4300,11
662027,IC-0300,32
662034,MG-1150,23
662035,MG-1150,7
662037,DW-4300,4
662043,IC-0300,3
662051,MG-1150,4
662055,DJ-1850,3
662060,DW-4300,4
662064,DW-4300,7
662090,MG-1150,-3
662095,IC-0300,6
662096,IC-0300,1
662101,SD-0800,6
662106,MG-1150,1
662112,IC-0300,2
662115,MG-1150,1
662119,MG-1150,0
662123,IC-0300,6
662124,IC-0300,0
662126,DJ-1850,5
662128,IC-0300,2
662133,MG-1150,5
662137,MG-1150,0
662141,IC-0300,6
662143,IC-0300,4
662145,DJ-1850,9
662146,DJ-1850,3
662149,DJ-1850,0
662153,DW-4300,5
662156,DW-4300,19
662157,DW-4300,2
662158,DW-4300,2
662159,PR-0300,-1
662164,EL-0010,-1
662170,JS-6200,6
662172,EL-0010,5
662174,EL-0010,2
662178,CK-0100,12
662180,CH-5000,7
662184,TM-3150,9
662185,AR-1300,12
662187,TM-3150,1
662189,AR-1300,4
662192,CK-0100,9
662198,EL-0010,5
662199,EL-0010,3
662202,CH-5000,1
662203,CH-5000,5
662204,CK-0100,3
662206,JS-6200,1
662210,CK-0100,2
662211,CH-5000,7
662213,CK-0100,10
662215,CH-5000,0
662216,CK-0100,7
662227,EL-0010,5
662228,EL-0010,0
662229,EL-0010,10
662233,EL-0010,6
662240,CH-5000,2
662242,CH-5000,-3
662244,RB-4900,0
662246,JS-6200,3
662255,AR-1300,17
662256,JK-2200,1
662259,CH-5000,1
662265,JS-6200,5
662266,EL-0010,12
662267,EL-0010,2
662268,JS-6200,1
662273,CK-0100,3
662275,CK-0100,-1
662277,CK-0100,7
662280,EL-0010,15
662289,EL-0010,7
662290,EL-0010,0
662296,CK-0100,5
662300,EL-0010,-1
662301,EL-0010,10
662302,EL-0010,3
662303,EL-0010,7
662304,JS-6200,3
662305,JS-6200,4
662306,JS-6200,2
662307,JS-6200,3
662314,TG-1950,-3
662318,CJ-1700,1
662326,TA-1050,8
662330,CJ-1700,12
662331,CJ-1700,1
662332,CJ-1700,3
662335,CJ-1700,-1
662336,CJ-1700,-2
662340,TM-0650,-3
662341,TM-0650,2
662352,CJ-1700,8
662353,CJ-1700,3
662354,CJ-1700,-1
662356,DJ-1325,-2
662359,TG-1950,4
662363,CJ-1700,6
662367,TG-1950,3
662371,TG-1950,-2
662377,CJ-1700,21
662379,DJ-1325,12
662385,BC-3070,3
662386,BC-3070,-3
662393,CP-0500,-1
662395,TG-1950,-4
662406,CJ-1700,-5
662409,TG-1950,23
662410,TG-1950,12
662411,TG-1950,0
662412,TG-1950,5
662416,CJ-1700,19
662417,CJ-1700,1
662419,CJ-1700,3
662421,CJ-1700,14
662428,TG-1950,2
662432,JB-6950,13
662439,TG-1950,0
662440,TA-1050,12
662441,TG-1950,52
662444,TG-1950,0
662458,TG-1950,3
662459,TG-1950,3
662463,DJ-1325,8
662467,TG-1950,20
662468,TG-1950,-4
662469,TG-1950,2
662470,TG-1950,30
662471,NF-0250,-1
662473,AP-0700,3
662477,AP-0700,8
662484,CA-0750,0
662490,AP-0700,-1
662495,TB-2650,2
662496,AP-0700,3
662503,CA-0750,3
662506,CA-0750,4
662510,AP-0700,4
662512,AP-0700,3
662516,RH-2350,72
662519,AP-0700,-1
662520,AP-0700,2
662523,CA-0750,4
662526,CA-0750,0
662533,AP-0700,4
662535,MA-1150,3
662537,AP-0700,3
662541,TB-2650,11
662558,PM-0200,-1
662561,RH-2350,7
662563,CA-0750,4
662566,RH-2350,2
662567,RH-2350,0
662571,AP-0700,1
662577,CA-0750,4
662580,AP-0700,6
662581,AP-0700,1
662582,AP-0700,-2
662584,RH-2350,7
662585,RH-2350,5
662587,RH-2350,-1
662588,CA-0750,4
662590,RH-2350,2
662591,CA-0750,-2
662592,CA-0750,9
662602,JM-3450,6
662604,AP-0700,48
662614,AP-0700,-1
662622,RH-2350,5
662624,CA-0750,13
662625,RH-2350,4
662626,RH-2350,0
662632,TB-2650,10
662636,PM-0200,-1
662642,JR-0250,14
662643,LD-0850,45
662644,JR-0250,2
662646,JR-0250,-4
662655,MI-0100,1
662657,MI-0100,14
662664,BW-0850,3
662665,JR-0250,5
662666,JR-0250,3
662668,LD-0850,1
662672,JR-0250,4
662675,JR-0250,1
662679,KR-1050,8
662681,MI-0100,10
662682,MI-0100,1
662685,CS-3400,0
662689,DM-1600,1
662691,BW-0850,3
662692,DM-1600,4
662693,DM-1600,0
662695,DM-1600,0
662705,LD-0850,8
662711,JR-0250,2
662712,JR-0250,0
662715,MI-0100,-1
662716,KR-1050,1
662722,JR-0250,0
662724,JR-0250,-1
662732,MI-0100,-2
662736,KR-1050,-2
662738,MI-0100,3
662741,CS-3400,10
662742,MI-0100,1
662747,DM-1600,14
662748,DM-1600,-3
662750,DM-1600,5
662751,DM-1600,1
662755,KR-1050,5
662761,KR-1050,3
662763,MI-0100,15
662764,MI-0100,8
662765,KR-1050,1
662768,DM-1600,7
662769,DM-1600,2
662770,CM-2280,-1
662772,MI-0100,5
662773,MI-0100,3
662776,MI-0100,5
662789,MI-0100,2
662791,MI-0100,7
662794,MI-0100,3
662795,MI-0100,2
662797,BW-0850,-1
662802,AA-0025,-3
662805,AA-0025,2
662806,AA-0025,-1
662809,TR-0112,-2
662811,TR-0112,5
662812,TR-0112,1
662813,RW-3850,5
662814,RW-3850,6
662815,TR-0112,-1
662820,AA-0025,6
662821,MB-5175,0
662823,TR-0112,-1
662826,RW-3850,0
662827,FJ-0100,4
662831,AA-0025,2
662836,TR-0112,0
662844,GT-0100,6
662845,AA-0025,6
662847,AA-0025,5
662849,TR-0370,5
662852,AA-0025,4
662857,TR-0112,6
662859,FJ-0100,16
662860,TR-0112,1
662862,RW-3850,15
662865,FJ-0100,1
662874,RW-3850,-1
662876,TR-0112,4
662880,RW-3850,11
662881,TR-0112,6
662887,AA-0025,0
662896,RW-3850,3
662901,TR-0112,4
662914,TL-1025,1
662916,AA-0025,3
662917,AA-0025,1
662923,TR-0112,10
662924,TR-0112,2
662930,TR-0112,4
662931,RW-3850,4
662932,TR-0112,1
662934,AA-0025,-1
662939,AA-0025,9
662941,ZZ-0100,6
662942,ZZ-0100,3
662944,TR-0112,1
662945,TR-0112,7
662947,RW-3850,-1
662948,RW-3850,-2
662950,AF-0900,5
662951,AF-0900,4
662952,AF-0900,2
662953,AF-0900,7
662956,AB-1975,4
662958,AB-1975,1
662961,AB-1975,5
662964,FG-0200,20
662965,FG-0200,2
662970,AF-0900,-1
662971,AF-0900,1
662973,AF-0900,-4
662975,CP-1950,5
662977,FG-0200,11
662978,FG-0200,4
662986,AB-1975,3
662987,AB-1975,3
662988,AB-1975,6
662989,RM-0300,0
662991,FG-0200,5
662993,FG-0200,2
662994,FG-0200,0
662995,ZT-0200,7
662998,FG-0200,3
663001,FG-0200,-4
663007,AF-0900,7
663009,AF-0900,0
663013,AF-0900,0
663015,AF-0900,4
663017,AF-0900,0
663021,FG-0200,3
663024,FG-0200,6
663028,BH-1900,14
663043,FG-0200,8
663044,FG-0200,3
663047,AF-0900,4
663048,AF-0900,3
663052,FG-0200,2
663053,JR-2775,4
663057,AF-0900,6
663059,AF-0900,0
663062,AF-0900,5
663064,AF-0900,-1
663070,FG-0200,7
663071,FG-0200,2
663072,ZT-0200,2
663078,FG-0200,15
663079,JR-2775,1
663082,JR-2775,1
663084,FG-0200,-1
663091,AF-0900,-1
663100,FG-0200,4
663101,FG-0200,2
663111,FG-0200,1
663112,FG-0200,3
663114,MH-1600,-1
663115,MH-1600,-1
663116,MH-1600,-1
663118,MF-1300,3
663121,MF-1300,2
663123,JR-2800,1
663127,JC-2300,5
663136,MF-1300,5
663139,MF-1300,7
663143,JL-0280,-2
663148,JL-0280,0
663149,MF-1300,2
663157,MF-1300,3
663158,MF-1300,3
663162,JC-2300,0
663163,JC-2300,3
663164,AS-1600,8
663166,JC-2300,4
663170,MF-1300,5
663171,MF-1300,4
663172,MF-1300,-1
663179,DT-0850,5
663183,MF-1300,4
663186,JC-2300,5
663191,JC-2300,7
663198,JC-6200,-1
663200,JC-2300,6
663201,JC-2300,3
663202,JC-2300,3
663203,JC-2300,15
663204,CW-1450,9
663205,CW-1450,6
663206,AS-1600,6
663207,JC-2300,7
663209,JC-2300,0
663214,MF-1300,10
663215,MF-1300,1
663217,JR-2800,2
663219,MF-1300,10
663225,CW-1450,6
663226,CW-1450,5
663228,CW-1450,1
663229,AS-1600,7
663231,MF-1300,4
663234,MF-1300,5
663242,JC-6200,4
663247,KD-0450,4
663248,KD-0450,-2
663251,JC-6200,7
663252,MF-1300,0
663253,JC-6200,5
663260,MF-1300,4
663265,CW-1450,2
663266,CW-1450,2
663285,AD-0100,6
663286,JH-4025,0
663288,JH-4025,0
663293,TR-0112,7
663294,TR-0112,2
663295,TR-0112,2
663297,TR-0112,23
663298,RW-3850,9
663299,RS-2150,3
663306,JH-4025,5
663308,GB-0350,5
663310,TR-0112,12
663311,TR-0112,-1
663327,TR-0112,2
663328,TR-0112,3
663330,TR-0112,3
663333,FJ-0100,5
663336,GB-0350,-1
663337,AD-0100,2
663339,JH-4025,5
663340,JH-4025,-2
663343,JH-4025,0
663344,GB-0350,9
663345,AD-0100,2
663357,TR-0112,0
663358,TR-0112,8
663360,TR-0112,5
663361,RS-2150,2
663364,JH-4025,2
663366,JH-4025,3
663370,TR-0112,69
663373,GB-0350,4
663376,RB-4670,-2
663385,TR-0112,2
663387,TR-0112,4
663389,TR-0112,7
663397,TR-0112,3
663398,TR-0112,3
663401,GB-0350,6
663402,GB-0350,13
663403,GB-0350,4
663408,TR-0112,1
663409,TR-0112,5
663410,TR-0112,3
663417,GB-0350,0
663421,GB-0350,8
663422,AD-0100,1
663423,AD-0100,5
663426,TR-0112,1
663427,TR-0112,5
663434,GB-0350,6
663436,AD-0100,1
663439,FJ-0100,0
663440,RW-3850,7
663442,RW-3850,5
663449,GB-0350,5
663451,AD-0100,1
663459,GB-0350,13
663460,GB-0350,4
663461,GB-0350,3
663462,GB-0350,1
663465,AM-2850,3
663467,AM-2850,4
663470,DF-1875,3
663471,DF-1875,7
663475,MJ-2275,0
663477,MJ-2275,2
663481,DF-1875,1
663488,AM-2850,-2
663491,MJ-2275,3
663492,MJ-2275,7
663494,AM-2850,4
663495,AM-2850,2
663497,KC-2350,1
663498,AM-2850,2
663504,TC-2050,2
663508,DF-1875,6
663510,DF-1875,5
663511,DF-1875,7
663512,TC-2050,1
663520,MJ-2275,0
663523,DF-1875,6
663524,DF-1875,-2
663527,DF-1875,7
663534,DF-1875,8
663541,DF-1875,16
663547,DF-1875,2
663550,MJ-2275,5
663551,CT-1220,9
663552,JC-5680,0
663555,CT-1220,5
663556,MJ-2275,-5
663559,DF-1875,9
663560,DF-1875,4
663566,DF-1875,6
663567,DF-1875,2
663568,DF-1875,3
663572,AM-2850,0
663576,DF-1875,18
663577,DF-1875,5
663578,DF-1875,7
663580,DF-1875,11
663581,DF-1875,-1
663582,MR-2500,10
663583,MR-2500,2
663584,DF-1875,3
663586,DF-1875,11
663587,DF-1875,2
663593,MJ-2275,2
663597,DF-1875,1
663600,MJ-2275,2
663602,MJ-2275,4
663603,MJ-2275,0
663612,MR-2500,8
663616,DF-1875,6
663625,CT-1220,1
663629,AM-2850,2
663633,DM-0450,4
663635,DM-0450,3
663636,CS-1950,15
663638,CS-1950,1
663639,JW-5650,2
663642,TY-0150,-3
663643,TY-0150,9
663646,DM-0450,-2
663649,DM-0450,14
663650,DM-0450,1
663651,DM-0450,2
663656,TY-0150,2
663660,TY-0150,2
663662,TY-0150,0
663667,DM-0450,39
663669,DM-0450,20
663670,DM-0450,2
663673,CS-1950,6
663677,TY-0150,8
663681,DM-0450,4
663682,DM-0450,3
663686,BP-0650,4
663687,BP-0650,2
663690,CS-1950,4
663692,CS-1950,0
663694,DM-0450,2
663695,DM-0450,1
663701,BB-2425,21
663708,CS-1950,3
663711,CG-1950,11
663714,TY-0150,10
663715,TG-0600,2
663718,TY-0150,2
663723,DM-0450,13
663728,DM-0450,-1
663732,TY-0150,8
663733,TY-0150,-2
663744,DM-0450,0
663749,CG-1950,-17
663752,TY-0150,-4
663756,DM-0450,6
663757,DM-0450,-2
663759,CS-1950,3
663760,JW-5650,9
663761,CS-1950,9
663763,CS-1950,1
663764,DM-0450,1
663771,DM-0450,5
663772,DM-0450,-3
663774,DM-0450,4
663775,CS-1950,3
663776,CS-1950,8
663778,DM-0450,3
663779,DM-0450,4
663780,CS-1950,-2
663791,JW-5650,-1
663792,JW-5650,-1
663796,DM-4300,1
663797,DM-4300,2
663801,MI-0100,5
663809,DM-4300,1
663813,DM-4300,9
663817,KR-1050,5
663819,MI-0100,9
663820,MI-0100,10
663822,MI-0100,4
663827,RM-1200,7
663828,RM-1200,16
663830,DM-4300,0
663831,DM-4300,1
663833,RM-1200,6
663843,DM-4300,3
663844,DM-4300,24
663848,MI-0100,3
663849,MI-0100,4
663852,DS-3300,4
663853,DS-3300,5
663854,DM-4300,3
663859,SB-1100,3
663861,KR-1050,12
663862,MI-0100,3
663865,MI-0100,-1
663883,DB-3800,-1
663885,KR-1050,2
663888,MI-0100,1
663889,CS-3400,-1
663897,DM-4300,10
663898,DM-4300,3
663901,DS-3300,14
663903,RM-1200,3
663905,RM-1200,2
663912,MI-0100,1
663914,MI-0100,1
663919,DM-4300,5
663921,DM-4300,1
663923,DM-4300,0
663924,DM-4300,1
663928,MI-0100,17
663929,KR-1050,1
663933,RM-1200,11
663934,RM-1200,33
663938,DM-4300,8
663939,DM-4300,-2
663941,RM-1200,-5
663948,DM-4300,9
663950,DM-4300,0
663953,DS-3300,2
663955,DS-3300,2
663961,DM-4300,4
663964,CS-3400,8
663970,CS-3400,3
663972,KR-1050,10
663980,JF-2800,-3
663982,JF-2800,3
663985,DJ-1850,2
663990,JF-2800,11
663995,JF-1900,1
663999,IC-0300,2
664001,DJ-1850,1
664005,IC-0300,3
664010,JA-1025,2
664013,JF-2800,15
664017,IC-0300,0
664022,JF-2800,0
664026,DJ-1850,3
664027,DJ-1850,-1
664030,IC-0300,-1
664035,JF-2800,-5
664046,JF-2800,6
664049,JF-2800,7
664050,JF-2800,-3
664069,JF-2800,-1
664070,JF-2800,7
664074,JA-1025,44
664078,JF-1900,1
664081,IC-0300,6
664082,IC-0300,3
664087,IC-0300,7
664088,IC-0300,-4
664095,JM-2900,10
664098,JF-2800,13
664100,JA-1025,3
664105,IC-0300,5
664110,JF-2800,9
664114,DJ-1850,5
664120,JF-2800,22
664121,JF-2800,9
664122,JF-2800,7
664123,JA-1025,3
664124,JA-1025,1
664126,JF-2800,1
664135,IC-0300,18
664136,IC-0300,4
664140,JF-2800,4
664143,JF-2800,9
664144,JF-2800,7
664145,JF-2800,3
664147,JA-1025,6
664148,JA-1025,-1
664154,JM-2900,1
664157,JA-1025,0
664161,DJ-1850,6
664162,DJ-1850,3
664166,DJ-1850,3
664168,IC-0300,1
664169,IC-0300,5
664170,DJ-1850,0
664171,JM-2900,1
664174,TG-1950,2
664178,EL-0010,3
664180,AR-1300,18
664181,EL-0010,-1
664187,TG-1950,0
664188,TG-1950,3
664191,TG-1950,0
664193,TG-1950,11
664194,TG-1950,1
664202,JS-6200,6
664204,EL-0010,2
664206,TG-1950,2
664210,EL-0010,3
664212,EL-0010,0
664214,TM-0650,6
664219,TG-1950,2
664224,JS-6200,2
664225,AR-1300,3
664226,AR-1300,2
664228,TG-1950,11
664229,TA-1050,7
664230,TG-1950,5
664231,TG-1950,2
664232,TG-1950,7
664233,NF-0250,2
664234,TG-1950,3
664236,TG-1950,6
664240,AR-1300,5
664244,AR-1300,5
664245,EL-0010,2
664248,TG-1950,2
664249,TG-1950,3
664251,TG-1950,4
664261,AR-1300,3
664263,JS-6200,3
